claim_status,video_id,video_duration_sec,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,Total Interactions,Video Classification
opinion,7995065484,47,not verified,active,8321,1236,86,21,1,9644,Typical
opinion,2088867972,48,not verified,active,9222,271,1,5,0,9494,Typical
opinion,4602021327,28,not verified,active,2809,152,20,3,0,2981,Unpopular
opinion,9810818507,57,not verified,active,6847,2057,796,2,1,9701,Typical
opinion,7143692025,10,not verified,active,821,66,23,1,0,910,Unpopular
opinion,7851195677,60,not verified,under review,1202,108,40,0,0,1350,Unpopular
opinion,6431891633,25,not verified,active,3328,635,27,6,1,3991,Unpopular
opinion,3079982454,60,not verified,active,1628,207,24,1,0,1859,Unpopular
opinion,2179000037,22,not verified,active,1873,766,143,11,2,2784,Unpopular
opinion,3574794602,29,not verified,active,9453,659,16,15,3,10131,Typical
opinion,6146137369,31,not verified,active,7464,1883,384,46,14,9745,Typical
opinion,5730019933,57,not verified,active,1685,171,51,1,0,1907,Unpopular
opinion,6157627397,56,not verified,active,683,46,5,0,0,734,Unpopular
opinion,2770083776,5,not verified,active,4191,571,199,11,0,4961,Unpopular
opinion,7481411589,24,not verified,active,8876,1468,102,32,5,10451,Typical
opinion,1524635019,46,not verified,active,8715,2980,1043,67,18,12756,Typical
opinion,9642664351,37,not verified,active,1250,356,108,0,0,1714,Unpopular
opinion,3159094434,40,not verified,under review,1052,75,27,1,0,1154,Unpopular
opinion,4096229938,21,not verified,active,5622,174,67,1,0,5863,Unpopular
opinion,8320721945,13,not verified,active,8356,1351,280,27,9,9996,Typical
opinion,6047549375,32,not verified,active,208,24,2,1,0,234,Unpopular
opinion,3104453280,34,not verified,active,2523,343,136,4,0,3002,Unpopular
opinion,5228029754,48,not verified,active,9401,3554,169,14,5,13129,Typical
opinion,8705850293,11,not verified,active,9441,3506,961,80,7,13915,Typical
opinion,2949243567,54,not verified,under review,465,83,15,0,0,563,Unpopular
opinion,1967223469,60,not verified,active,6188,605,87,5,2,6882,Typical
opinion,7062532487,8,not verified,active,8987,2674,456,24,7,12124,Typical
opinion,8862135909,50,not verified,banned,4559,1067,249,10,0,5875,Unpopular
opinion,1286897361,40,not verified,active,7960,1200,249,28,9,9418,Typical
opinion,9745356589,24,not verified,active,6778,2507,857,13,2,10144,Typical
opinion,4710680420,46,not verified,under review,9948,981,113,3,1,11043,Typical
opinion,2173555424,6,not verified,active,6733,2775,375,21,4,9887,Typical
opinion,6580947608,22,not verified,active,4357,1243,30,30,9,5639,Unpopular
opinion,7088508057,19,not verified,active,1360,173,21,1,0,1554,Unpopular
opinion,1264786579,22,not verified,active,5865,43,6,1,0,5914,Unpopular
opinion,2760216131,30,not verified,active,8429,187,16,3,0,8632,Typical
opinion,7334183574,40,not verified,active,452,72,14,0,0,538,Unpopular
opinion,3157817008,24,not verified,active,8663,1925,280,13,4,10872,Typical
opinion,2086063274,20,not verified,active,9953,1550,102,36,4,11609,Typical
opinion,7307281484,53,not verified,active,3448,1037,200,7,2,4687,Unpopular
opinion,6474980524,12,not verified,under review,4315,269,49,6,0,4633,Unpopular
opinion,3084922455,9,verified,active,4372,1925,415,10,3,6715,Typical
opinion,8951756770,58,not verified,active,2241,761,302,0,0,3304,Unpopular
opinion,3480427727,47,verified,active,1607,476,113,11,1,2197,Unpopular
opinion,8493385782,58,not verified,active,2930,908,243,13,5,4086,Unpopular
opinion,2316283421,60,not verified,active,3355,1346,303,20,0,5004,Unpopular
opinion,6134528902,9,not verified,active,4109,493,111,10,2,4715,Unpopular
opinion,5686303585,50,not verified,active,9062,2868,281,5,1,12212,Typical
opinion,5210456292,23,verified,active,8077,1957,648,7,0,10682,Typical
opinion,2524108154,29,verified,active,9565,1505,593,14,2,11665,Typical
opinion,7911865092,47,not verified,active,1807,173,64,3,0,2044,Unpopular
opinion,2217116368,21,not verified,active,4080,495,105,1,0,4680,Unpopular
opinion,2342288822,30,not verified,active,5992,2141,611,17,1,8745,Typical
opinion,1418910940,36,not verified,active,1338,6,2,0,0,1346,Unpopular
opinion,2433810385,27,not verified,active,9902,806,312,15,1,11021,Typical
opinion,1295872415,28,not verified,banned,9075,3839,826,56,3,13743,Typical
opinion,4703411216,33,verified,active,4622,525,182,3,0,5329,Unpopular
opinion,8068948786,42,not verified,active,6985,816,277,0,0,8078,Typical
opinion,9449078733,5,not verified,under review,8703,2721,794,18,6,12224,Typical
opinion,6595682734,27,not verified,active,5638,560,221,11,2,6421,Typical
opinion,6953213654,60,not verified,active,4559,1116,403,22,1,6079,Unpopular
opinion,8070383913,10,not verified,active,2155,509,110,4,1,2775,Unpopular
opinion,5275352235,35,not verified,active,2263,913,93,20,7,3276,Unpopular
opinion,6430554246,33,not verified,active,7412,900,244,9,3,8559,Typical
opinion,7248557508,19,not verified,active,7245,1949,296,32,11,9501,Typical
opinion,1341196075,12,not verified,active,4266,1778,316,31,12,6372,Typical
opinion,7105588125,29,not verified,active,9532,1887,475,4,0,11894,Typical
opinion,4635860076,31,not verified,active,214,63,6,0,0,283,Unpopular
opinion,4507119662,6,verified,under review,9056,3214,95,39,9,12374,Typical
opinion,5604483508,12,not verified,active,4831,216,75,5,2,5124,Unpopular
opinion,2737489494,36,not verified,active,7543,458,27,8,2,8030,Typical
opinion,9371741447,9,not verified,under review,5111,1603,29,28,5,6748,Typical
opinion,5221721347,42,verified,active,921,213,37,1,0,1171,Unpopular
opinion,5844542719,39,not verified,active,2471,921,276,6,1,3669,Unpopular
opinion,1468372851,56,not verified,active,3427,1310,504,20,6,5247,Unpopular
opinion,9185872558,42,not verified,active,2611,792,80,1,0,3483,Unpopular
opinion,7463791822,41,not verified,active,920,408,108,0,0,1436,Unpopular
opinion,6260807343,50,not verified,active,2427,361,127,0,0,2915,Unpopular
opinion,5730968110,38,not verified,active,2682,144,9,3,1,2836,Unpopular
opinion,5638621722,48,not verified,active,632,153,43,3,0,828,Unpopular
opinion,2071727332,50,not verified,active,1924,67,16,0,0,2007,Unpopular
opinion,1695505802,34,not verified,active,9343,3008,1103,10,2,13456,Typical
opinion,1797981422,30,not verified,active,1800,468,1,9,3,2272,Unpopular
opinion,7142195837,18,not verified,active,9436,1238,301,25,0,10975,Typical
opinion,6136008154,31,not verified,active,6689,2579,22,33,10,9300,Typical
opinion,4738694749,54,not verified,active,559,31,4,0,0,594,Unpopular
opinion,2048347208,31,not verified,under review,6526,1862,648,3,0,9036,Typical
opinion,1494605711,14,not verified,active,9795,112,9,1,0,9916,Typical
opinion,4236664737,57,not verified,active,920,259,90,6,2,1271,Unpopular
opinion,6793193682,12,not verified,active,6287,2276,282,54,18,8863,Typical
opinion,3828969950,18,not verified,active,1685,511,119,11,2,2317,Unpopular
opinion,8109142127,31,not verified,active,8303,1963,52,32,6,10324,Typical
opinion,5743982690,48,not verified,active,8259,1692,270,29,5,10226,Typical
opinion,3225482056,56,not verified,active,2354,754,12,17,4,3124,Unpopular
opinion,4319189316,36,not verified,active,4178,721,238,3,1,5138,Unpopular
opinion,5767762132,5,verified,under review,6051,1212,58,0,0,7321,Typical
opinion,4699715455,22,verified,active,2484,501,135,12,4,3124,Unpopular
opinion,1373849338,35,not verified,active,7416,878,272,5,1,8567,Typical
opinion,6640818530,11,not verified,active,8985,3080,306,62,22,12393,Typical
opinion,3664841910,56,not verified,active,2137,139,36,3,0,2312,Unpopular
opinion,3835017510,16,not verified,active,8293,578,33,11,2,8906,Typical
opinion,9459177386,34,not verified,under review,4644,975,40,20,3,5662,Unpopular
opinion,6050731464,23,not verified,active,6503,265,33,1,0,6801,Typical
opinion,1938864539,53,not verified,active,3671,1511,453,36,14,5649,Unpopular
opinion,7387381259,31,not verified,active,7119,68,14,1,0,7201,Typical
opinion,6198531289,14,not verified,active,2226,417,39,3,0,2682,Unpopular
opinion,2208028031,40,not verified,active,781,27,2,0,0,810,Unpopular
opinion,9974264217,60,not verified,active,7892,2533,626,7,3,11054,Typical
opinion,6576753582,56,not verified,under review,3311,568,11,12,4,3894,Unpopular
opinion,7996754712,17,not verified,active,2801,321,117,3,1,3240,Unpopular
opinion,3976929043,48,not verified,active,433,9,3,0,0,445,Unpopular
opinion,8592632975,19,not verified,active,9871,382,51,2,1,10305,Typical
opinion,3557388432,23,verified,active,4001,797,135,11,2,4935,Unpopular
opinion,4467968619,45,not verified,active,5084,1197,378,8,0,6659,Typical
opinion,4910936685,20,not verified,active,7798,2204,2,20,2,10006,Typical
opinion,9298563491,38,not verified,active,1516,122,5,3,1,1644,Unpopular
opinion,9315130098,47,not verified,active,8751,556,203,6,1,9511,Typical
opinion,3470378030,49,not verified,active,4071,1782,241,38,11,6105,Unpopular
opinion,1698032735,54,not verified,active,7384,2840,387,41,3,10614,Typical
opinion,5432693708,48,not verified,banned,3598,749,199,18,5,4551,Unpopular
opinion,6354415526,55,not verified,active,5184,1516,350,36,14,7064,Typical
opinion,4564805191,21,not verified,banned,8063,3262,1263,66,1,12589,Typical
opinion,6406077271,55,not verified,active,1582,93,4,1,0,1679,Unpopular
opinion,2585842124,15,not verified,active,3039,1332,459,3,0,4830,Unpopular
opinion,9226429071,8,verified,active,3347,861,239,13,2,4449,Unpopular
opinion,8903989474,48,not verified,active,1901,605,146,14,3,2655,Unpopular
opinion,8203964297,29,not verified,active,416,111,31,2,0,558,Unpopular
opinion,3881761043,6,not verified,active,1349,243,67,3,0,1659,Unpopular
opinion,6471046804,55,not verified,active,4825,596,28,7,1,5450,Unpopular
opinion,8223444030,44,not verified,active,5419,1803,536,42,5,7763,Typical
opinion,6409222657,30,not verified,active,2030,116,14,1,0,2160,Unpopular
opinion,1840760878,16,not verified,active,9105,2163,559,22,7,11834,Typical
opinion,6133524849,8,not verified,active,1969,204,72,3,0,2245,Unpopular
opinion,3366400923,40,not verified,active,5954,673,11,12,2,6640,Typical
opinion,3238958985,23,not verified,active,2252,561,0,12,3,2816,Unpopular
opinion,8788554186,32,not verified,banned,3452,951,321,12,3,4727,Unpopular
opinion,3301972884,57,not verified,active,8966,1622,336,26,1,10925,Typical
opinion,1536346297,29,not verified,active,1043,462,87,4,0,1592,Unpopular
opinion,9172655577,9,not verified,active,4991,1457,494,3,1,6943,Typical
opinion,3532163318,14,not verified,active,1767,412,34,3,0,2213,Unpopular
opinion,2340412150,59,not verified,active,9486,2926,1096,63,8,13516,Typical
opinion,8144433293,48,verified,active,5425,683,131,9,1,6240,Typical
opinion,1434070816,57,not verified,active,24,5,1,0,0,30,Unpopular
opinion,5633325875,22,not verified,active,5927,2305,862,56,12,9106,Typical
opinion,5207854240,5,not verified,banned,4444,1366,477,14,5,6292,Typical
opinion,9508107212,50,not verified,active,2475,82,30,2,0,2587,Unpopular
opinion,9111044739,42,not verified,active,869,161,7,4,1,1038,Unpopular
opinion,4020094587,39,not verified,active,5357,758,203,18,2,6320,Typical
opinion,5765002800,27,not verified,banned,9916,3340,1177,70,9,14442,Typical
opinion,3304834934,24,not verified,active,5279,878,36,4,2,6195,Unpopular
opinion,7473654321,7,not verified,active,3834,1585,161,9,1,5581,Unpopular
opinion,4630054296,55,not verified,active,6112,957,366,13,2,7437,Typical
opinion,8647238545,20,not verified,active,7475,1258,468,16,4,9205,Typical
opinion,2862460084,7,not verified,active,7631,1167,15,22,7,8820,Typical
opinion,8752525400,23,not verified,active,8297,262,46,5,1,8606,Typical
opinion,6224346166,44,not verified,active,6043,1484,62,23,6,7595,Typical
opinion,7779822978,28,not verified,active,7907,1272,249,20,4,9432,Typical
opinion,4754449914,36,not verified,active,8037,1649,620,17,2,10308,Typical
opinion,7370567209,47,not verified,active,9756,3697,969,35,9,14431,Typical
opinion,8771498461,42,not verified,active,2527,718,45,11,1,3291,Unpopular
opinion,3188009764,40,not verified,active,5606,695,219,11,3,6523,Typical
opinion,8986373392,31,not verified,active,2828,672,262,11,4,3766,Unpopular
opinion,9197761000,8,verified,active,9581,1588,42,11,2,11213,Typical
opinion,4009733168,18,not verified,active,325,78,9,0,0,412,Unpopular
opinion,5781343321,40,not verified,active,2356,906,218,16,4,3484,Unpopular
opinion,1753787560,60,not verified,active,5863,1582,247,27,0,7692,Typical
opinion,2869288216,7,not verified,active,9738,143,28,2,0,9909,Typical
opinion,2955909586,32,not verified,active,1981,420,21,6,2,2424,Unpopular
opinion,7774044518,26,not verified,active,8418,3030,682,14,1,12131,Typical
opinion,9728731936,15,not verified,active,3183,868,269,12,1,4321,Unpopular
opinion,3115436537,7,not verified,active,6398,328,13,1,0,6739,Typical
opinion,3078135685,29,not verified,active,2049,190,9,3,0,2248,Unpopular
opinion,2453126010,6,verified,active,3999,827,153,0,0,4979,Unpopular
opinion,9252723384,6,not verified,active,314,19,3,0,0,336,Unpopular
opinion,1767752080,10,not verified,active,3656,1065,395,22,2,5118,Unpopular
opinion,2167525110,32,not verified,active,9469,2764,945,23,6,13184,Typical
opinion,5567194381,59,not verified,active,5711,1390,243,20,6,7350,Typical
opinion,8616782711,42,not verified,active,9253,3204,755,47,14,13226,Typical
opinion,2493995552,60,not verified,active,7593,474,154,9,1,8222,Typical
opinion,7867204428,38,not verified,active,9691,2687,77,61,18,12473,Typical
opinion,3533648452,19,not verified,active,1756,626,54,3,0,2436,Unpopular
opinion,9509654603,32,not verified,active,9695,2074,259,48,5,12033,Typical
opinion,1856103121,32,verified,active,1247,45,6,1,0,1298,Unpopular
opinion,6034821136,25,not verified,active,8845,2820,1068,27,7,12740,Typical
opinion,6258787868,48,not verified,active,3646,1559,566,5,0,5771,Unpopular
opinion,3602899437,13,not verified,active,5826,1420,121,29,7,7374,Typical
opinion,4079310168,40,not verified,active,2890,1152,423,20,7,4472,Unpopular
opinion,2566746741,33,not verified,active,8041,1185,393,24,5,9624,Typical
opinion,3029291993,9,not verified,active,4628,116,40,1,0,4784,Unpopular
opinion,6683829231,12,verified,active,6531,922,55,14,1,7509,Typical
opinion,8361934660,53,not verified,active,4146,1632,284,8,2,6064,Unpopular
opinion,7306551102,20,not verified,active,4656,684,135,16,1,5476,Unpopular
opinion,2368304166,20,not verified,active,2435,287,19,5,0,2741,Unpopular
opinion,6855460688,12,not verified,active,1475,93,23,0,0,1591,Unpopular
opinion,7989695160,15,not verified,active,8807,1105,226,17,3,10141,Typical
opinion,9147759643,28,verified,active,1032,32,11,0,0,1075,Unpopular
opinion,8362370746,39,not verified,active,9031,360,55,4,1,9447,Typical
opinion,8306615463,19,not verified,active,9591,3450,517,35,10,13568,Typical
opinion,4266885845,46,not verified,active,639,143,8,4,1,791,Unpopular
opinion,2372019202,18,not verified,active,8365,1944,197,7,1,10507,Typical
opinion,8978965336,10,not verified,active,1236,296,102,1,0,1634,Unpopular
opinion,9866891879,50,not verified,active,234,65,12,1,0,311,Unpopular
opinion,5586106752,34,not verified,active,6071,2064,675,15,1,8811,Typical
opinion,9465738329,44,not verified,active,5122,1362,150,3,0,6634,Typical
opinion,2357652011,57,not verified,active,3399,637,201,1,0,4237,Unpopular
opinion,3926369131,8,not verified,active,8480,255,14,6,1,8750,Typical
opinion,5421196558,32,verified,active,8282,491,93,2,0,8866,Typical
opinion,6735982558,15,not verified,banned,4393,252,15,1,0,4660,Unpopular
opinion,1637776894,53,not verified,active,8601,2216,674,31,6,11497,Typical
opinion,4713651250,43,not verified,active,8821,1928,730,16,5,11484,Typical
opinion,3879063685,17,not verified,active,9506,51,20,0,0,9577,Typical
opinion,2790019169,42,not verified,active,4976,1528,118,16,2,6624,Typical
opinion,4125142846,7,not verified,active,4658,215,24,3,1,4898,Unpopular
opinion,4647481542,23,not verified,active,132,8,1,0,0,141,Unpopular
opinion,1487760766,39,not verified,active,2377,755,266,10,4,3402,Unpopular
opinion,1661050189,19,not verified,active,3794,199,18,3,1,4012,Unpopular
opinion,7610503316,41,verified,active,9418,523,206,3,0,10147,Typical
opinion,7951089265,35,not verified,active,5689,1830,361,26,6,7886,Typical
opinion,6932840333,50,not verified,under review,4859,1131,217,4,0,6207,Unpopular
opinion,7734367151,5,not verified,active,5452,1263,109,8,1,6825,Typical
opinion,7409261244,25,not verified,active,3856,1351,465,20,2,5674,Unpopular
opinion,7870608348,21,verified,active,9844,405,145,6,2,10396,Typical
opinion,6679316091,9,not verified,active,9966,663,193,2,0,10822,Typical
opinion,3344769750,28,not verified,active,6414,1972,526,49,2,8914,Typical
opinion,3058614827,46,not verified,active,1421,252,91,4,0,1764,Unpopular
opinion,9521170200,24,not verified,active,285,50,18,1,0,353,Unpopular
opinion,8400327328,60,verified,active,8508,24,9,0,0,8541,Typical
opinion,3829452535,9,not verified,active,6975,3,0,0,0,6978,Typical
opinion,6672044311,12,not verified,active,197,47,0,1,0,244,Unpopular
opinion,7929973921,12,not verified,active,1903,91,26,1,0,2020,Unpopular
opinion,8172159366,7,not verified,active,2750,98,28,0,0,2876,Unpopular
opinion,9918334862,43,not verified,active,4270,556,68,1,0,4894,Unpopular
opinion,7192890948,48,not verified,active,7289,453,149,8,0,7891,Typical
opinion,7909070426,10,not verified,active,3993,740,49,7,2,4784,Unpopular
opinion,7686142623,20,not verified,active,9472,1982,507,12,1,11962,Typical
opinion,3008726262,48,not verified,active,3377,1223,437,22,9,5046,Unpopular
opinion,7813844546,28,not verified,active,5757,455,58,8,3,6273,Typical
opinion,8971787553,22,not verified,banned,6572,1511,245,1,0,8328,Typical
opinion,5481016651,25,not verified,active,3322,1276,343,13,3,4944,Unpopular
opinion,4485960335,13,not verified,active,1729,711,266,1,0,2706,Unpopular
opinion,4057134861,30,not verified,active,762,186,1,1,0,949,Unpopular
opinion,5716769137,30,not verified,active,6224,172,18,2,0,6414,Typical
opinion,3068921360,48,not verified,active,4746,634,44,7,2,5426,Unpopular
opinion,5198953956,45,not verified,active,3947,324,43,1,0,4314,Unpopular
opinion,1515214988,48,not verified,active,5490,637,19,5,1,6147,Unpopular
opinion,7374601868,44,not verified,active,4199,513,68,1,0,4780,Unpopular
opinion,3184629810,55,not verified,active,3190,861,282,11,2,4335,Unpopular
opinion,1775811965,27,not verified,active,574,109,15,0,0,698,Unpopular
opinion,8490513170,44,not verified,active,7103,2582,851,4,0,10536,Typical
opinion,8556308418,45,not verified,banned,1681,164,10,0,0,1855,Unpopular
opinion,4959381091,55,not verified,active,2166,743,85,6,1,2995,Unpopular
opinion,6373337989,18,verified,active,4101,1133,312,25,3,5549,Unpopular
opinion,2091090793,27,not verified,active,9331,3747,551,4,1,13630,Typical
opinion,9623555378,20,not verified,active,7972,1181,391,9,1,9545,Typical
opinion,5657055899,7,not verified,active,2181,345,71,6,1,2598,Unpopular
opinion,5448690679,7,not verified,active,380,99,25,2,1,505,Unpopular
opinion,7724440770,31,not verified,active,1937,165,56,2,0,2158,Unpopular
opinion,2233310761,37,not verified,active,7568,2081,818,10,2,10469,Typical
opinion,9476937920,7,not verified,active,7206,2453,168,41,2,9829,Typical
opinion,1715278929,6,not verified,active,1239,110,32,3,0,1381,Unpopular
opinion,2742199745,41,not verified,active,6335,249,15,3,1,6600,Typical
opinion,4729450171,36,not verified,active,883,319,107,5,2,1311,Unpopular
opinion,3293009614,33,verified,active,2252,829,23,4,0,3104,Unpopular
opinion,8264995792,27,not verified,active,7210,836,205,11,4,8255,Typical
opinion,3125493296,14,not verified,active,3543,1106,153,21,3,4805,Unpopular
opinion,8098738377,29,not verified,active,1988,405,100,4,1,2494,Unpopular
opinion,6200486736,46,not verified,active,2634,779,75,6,0,3488,Unpopular
opinion,7621074905,45,not verified,active,5148,238,19,0,0,5405,Unpopular
opinion,7070121318,18,not verified,active,2563,239,18,3,1,2821,Unpopular
opinion,5314482668,29,not verified,active,3734,38,7,1,0,3779,Unpopular
opinion,3264959971,57,not verified,active,805,101,6,1,0,912,Unpopular
opinion,2958631128,28,not verified,active,6244,2386,58,18,4,8692,Typical
opinion,1873597787,48,not verified,active,7576,101,21,1,0,7698,Typical
opinion,3082691993,39,not verified,active,6754,462,73,0,0,7289,Typical
opinion,8485996874,52,not verified,active,2331,691,76,3,1,3099,Unpopular
opinion,5745166694,47,verified,active,4784,1035,312,9,1,6132,Unpopular
opinion,9654504104,20,not verified,active,7556,3081,14,11,4,10655,Typical
opinion,1949408187,6,not verified,active,4599,1375,87,3,0,6061,Unpopular
opinion,2263275976,7,not verified,active,1187,210,75,3,1,1473,Unpopular
opinion,8919612350,56,not verified,active,6112,2418,153,33,5,8688,Typical
opinion,3395623501,37,not verified,active,4593,328,29,7,3,4953,Unpopular
opinion,1510457067,34,not verified,active,1331,96,0,2,0,1427,Unpopular
opinion,9280608460,31,not verified,active,3534,3,1,0,0,3538,Unpopular
opinion,3742151719,6,not verified,active,5464,2174,231,17,0,7869,Typical
opinion,2287257581,6,verified,active,6388,1591,133,9,1,8113,Typical
opinion,1839263937,22,not verified,active,1634,624,71,3,0,2329,Unpopular
opinion,2467006361,27,not verified,active,618,74,19,1,0,711,Unpopular
opinion,8027872624,6,not verified,active,5757,1029,234,25,8,7028,Typical
opinion,1269553787,8,not verified,active,3846,1293,140,1,0,5279,Unpopular
opinion,1942987382,32,not verified,active,5904,223,7,4,1,6135,Unpopular
opinion,4220945110,13,not verified,active,3648,1305,181,21,5,5139,Unpopular
opinion,6341275011,33,verified,active,3487,1223,390,6,1,5101,Unpopular
opinion,5760993802,26,not verified,under review,6704,2331,684,35,5,9724,Typical
opinion,9590579543,13,not verified,under review,4417,1284,220,13,2,5923,Unpopular
opinion,7641032711,43,not verified,active,8169,3246,1280,66,11,12706,Typical
opinion,9493105065,49,not verified,active,6578,1507,493,33,5,8583,Typical
opinion,5974914405,58,not verified,active,9262,1736,296,35,1,11295,Typical
opinion,4105000128,11,not verified,active,5328,1213,201,17,0,6742,Typical
opinion,6858906631,9,not verified,active,721,196,68,4,2,987,Unpopular
opinion,8136014556,42,not verified,active,7231,2957,476,15,1,10665,Typical
opinion,6584310359,54,not verified,active,3106,93,0,2,1,3200,Unpopular
opinion,2823866960,44,not verified,active,1183,200,12,2,0,1395,Unpopular
opinion,8570148154,43,not verified,active,8129,2699,715,49,5,11548,Typical
opinion,9944376060,26,not verified,active,5489,999,379,17,7,6874,Typical
opinion,8402170543,13,not verified,active,5815,761,197,0,0,6773,Typical
opinion,5130525133,10,verified,active,7034,986,172,16,1,8193,Typical
opinion,9345867617,40,not verified,active,8957,2938,360,23,1,12256,Typical
opinion,7712123219,19,verified,active,6679,1758,308,10,3,8748,Typical
opinion,4508850087,13,not verified,under review,3199,414,161,2,1,3775,Unpopular
opinion,1413701048,21,not verified,active,1642,664,116,12,4,2426,Unpopular
opinion,4293698057,45,not verified,active,6206,895,71,16,1,7173,Typical
opinion,2883608309,15,not verified,active,6839,1277,340,29,9,8465,Typical
opinion,7830099387,23,not verified,active,7033,1962,249,25,2,9246,Typical
opinion,9263156391,9,not verified,active,9454,1417,8,34,10,10889,Typical
opinion,1875337057,26,not verified,active,3401,12,1,0,0,3414,Unpopular
opinion,9867115563,17,not verified,active,5395,174,11,3,0,5580,Unpopular
opinion,2030844983,6,not verified,active,2550,644,129,1,0,3323,Unpopular
opinion,7009072318,35,not verified,active,8017,1949,141,43,5,10112,Typical
opinion,2610594021,38,not verified,active,9031,3029,705,35,0,12765,Typical
opinion,9734319865,50,not verified,active,3783,241,42,2,1,4067,Unpopular
opinion,2370272482,60,not verified,active,7236,958,165,21,2,8361,Typical
opinion,8450725619,53,not verified,active,9341,2897,807,53,15,13060,Typical
opinion,8597718093,27,not verified,active,9799,2567,826,15,5,13197,Typical
opinion,2396413403,19,verified,active,1942,579,170,0,0,2691,Unpopular
opinion,5887887157,39,not verified,active,7986,3417,894,35,11,12308,Typical
opinion,3653359161,58,not verified,active,9029,1483,66,15,3,10581,Typical
opinion,6873896580,22,not verified,active,9530,3593,424,85,32,13579,Typical
opinion,1723176058,43,not verified,active,1979,604,47,7,1,2631,Unpopular
opinion,8612348190,60,not verified,active,4019,731,282,3,0,5032,Unpopular
opinion,7416089243,57,not verified,active,9212,671,63,4,0,9946,Typical
opinion,3492411904,38,not verified,active,9235,3762,147,87,12,13156,Typical
opinion,1297904703,36,not verified,active,9830,1137,423,18,2,11392,Typical
opinion,7577832309,19,not verified,active,1460,548,176,5,1,2185,Unpopular
opinion,2144256241,29,not verified,active,4190,111,34,2,1,4336,Unpopular
opinion,7050946980,54,not verified,active,3313,293,53,7,0,3659,Unpopular
opinion,4764011890,5,not verified,active,1278,261,77,1,0,1616,Unpopular
opinion,4086584934,49,not verified,active,9460,1775,685,19,6,11926,Typical
opinion,2433874347,33,verified,active,8553,1120,330,26,3,10006,Typical
opinion,1380037617,14,not verified,active,8300,3437,712,60,13,12462,Typical
opinion,6240496931,6,not verified,active,7932,894,58,11,2,8886,Typical
opinion,8537858233,54,not verified,active,8777,3722,900,11,2,13401,Typical
opinion,7780166400,33,not verified,active,8375,2221,396,25,6,10998,Typical
opinion,3981826386,21,not verified,active,3827,333,120,6,2,4282,Unpopular
opinion,6767067241,55,not verified,active,3286,228,76,4,1,3591,Unpopular
opinion,3906912439,14,not verified,active,959,205,4,0,0,1168,Unpopular
opinion,9308452864,9,not verified,active,4885,688,255,8,1,5829,Unpopular
opinion,7868654826,46,not verified,active,9264,609,56,1,0,9929,Typical
opinion,8358300579,18,not verified,active,5319,737,187,17,1,6244,Typical
opinion,8800710731,32,not verified,active,755,162,17,0,0,934,Unpopular
opinion,3701293540,12,not verified,active,9120,1504,128,24,1,10753,Typical
opinion,1540517278,12,not verified,active,6576,190,42,1,0,6808,Typical
opinion,7752968476,24,not verified,banned,5378,1956,511,45,7,7852,Typical
opinion,3050477189,52,not verified,active,4671,1797,208,20,6,6682,Typical
opinion,1573113243,33,verified,active,3332,1393,170,32,4,4899,Unpopular
opinion,5083429145,30,not verified,active,6440,739,176,11,3,7358,Typical
opinion,1783922387,50,not verified,banned,7629,1009,291,18,6,8935,Typical
opinion,2852579338,37,not verified,banned,5665,1727,473,20,0,7865,Typical
opinion,9163303844,19,not verified,active,1278,319,59,1,0,1656,Unpopular
opinion,8779691254,41,not verified,active,4891,651,67,14,5,5614,Unpopular
opinion,3120126062,11,not verified,active,4140,225,19,5,0,4384,Unpopular
opinion,8785140867,38,not verified,active,7914,2637,887,6,1,11439,Typical
opinion,7800763488,7,not verified,active,5854,1480,126,21,2,7462,Typical
opinion,3208193190,18,not verified,active,7696,991,359,19,1,9047,Typical
opinion,5118305053,34,not verified,active,4047,443,158,5,2,4650,Unpopular
opinion,2312102478,50,verified,active,5850,2307,275,55,17,8449,Typical
opinion,2544382078,45,not verified,active,6607,2523,577,47,5,9712,Typical
opinion,8677082770,23,not verified,active,2570,103,41,1,0,2714,Unpopular
opinion,8161128058,37,not verified,active,3730,480,129,8,1,4340,Unpopular
opinion,4268758326,31,verified,active,8306,2506,601,41,15,11428,Typical
opinion,5527612398,45,verified,active,3758,1016,34,0,0,4808,Unpopular
opinion,5984639866,12,not verified,active,2705,640,190,11,4,3539,Unpopular
opinion,4806153233,8,not verified,under review,6550,1099,329,10,3,7981,Typical
opinion,2056179067,14,not verified,active,2339,894,302,8,1,3536,Unpopular
opinion,9472936420,13,not verified,under review,8293,3140,782,22,2,12217,Typical
opinion,1305109510,57,not verified,active,1113,312,31,3,0,1456,Unpopular
opinion,6213839572,39,not verified,active,7242,847,278,7,1,8368,Typical
opinion,2090966835,31,not verified,under review,821,166,54,3,0,1041,Unpopular
opinion,5309793571,13,not verified,active,9540,3570,579,33,10,13699,Typical
opinion,3469206122,13,not verified,active,1646,540,95,8,0,2281,Unpopular
opinion,6305736482,55,not verified,active,5971,1081,31,5,1,7084,Typical
opinion,1449126267,34,verified,active,5015,2086,245,6,1,7347,Typical
opinion,1247147369,42,not verified,active,2418,736,82,2,0,3236,Unpopular
opinion,3535528120,53,not verified,active,1664,290,90,5,0,2044,Unpopular
